sent1,sent2,is_duplicate
L article est déchiré. Heureusement que je l ai ouvert avant de l offrir.,"le jeu est excellent, le seul point négatif la maniabilité est un peu complexe et le jeu est un peu court.",0
Semble une construction de qualité mais pas perpendiculaire - donc inutile,"La couleur est beaucoup plus foncée que sur la photo, il s'agit d'un bleu cobalt. Je l'ai acheté pour refaire des chaises en scoubidou et c'est un peu dommage que la couleur soit aussi différente de la photo.",0
Ne tient pas au pied pas top,"Très joli bracelet, bonne finition pour le prix, s’adapte parfaitement à l’apple Watch. 1 mois après, le bracelet est cassé, l’attache metalique s’est détaché sans raison, j’ai failli faire tomber l’apple Watch...",1
"la protection du dessus ne sert qu'à empecher les courses de quitter le sac, pas de proteger de la pluie. La fixation est très bien pensée, facile à utilser, pratique et tout et tout mais ... les ergos d'accrochage étant en plastique, ils lachent très vite (5 mois) bref, une fois un des ergos cassé, le produit est inutilisable. Pour 5mois d'usage... ça fait cher.",Effectivement excellent appareil.de fitness..travail bien les abdos mais malheureusement pour moi au bout de 3 jours le caoutchou c est sectionné en 2,0
"Très déçu ! Ne vaut pas du tout son prix. Programme avec full full bug et casque inconfortable, trop lourd je sent fort la partie du dessus. Par contre le son est vraiment bien, un des meilleurs que j'ai pu tester !",Cable puissance SATA beaucoup trop court en longeur (seulement 16 cm de longeur !!!!!!!!),1
"Pour le montant du produit il n' ya pas de notice en français, pas de carte mémoire intégrée Donc Pas de possibilité d'utilisation optimum de ce produit","Je suis ravie de cette couleur, mes cheveux sont hyper léger.... Un peu onéreux toutefois, mais je renouvelerai cet achat.",0
Très bien Peu bruyant Mais il manque de l'antiderapant pour la stabilité de l'ordinateur,mon épouse agréablement surprise très jolie fleur,1
"Passé la surprise, les aboiements ont repris","Je ne peux pas m'en servir comme double face. Malgré mes tentatives, je n'arrive pas à retirer le film de protection. Je n'arrive même pas à décoller un coin comme énoncé dans les questions réponses.",1
Jamais reçu et pourtant envoyé 2 fois !,Le grille pain prends 2 fois à numéro 7 pour faire le pain grillE. Le prix et bon mais il ne function pas bien,1
"Pas terrible - c'est plutôt une chronique ou une nouvelle. Il n'y a pas d'action en tant que telle. L'héroïne, une jeune avocate ayant toujours vécu en ville, donne l'impression qu'elle ne veut pas bosser et se jeter dans la bataille. A la longue c'est énervant. Sinon l'histoire pourrait être prenante. Nous somme toujours dans l'univers de Grisham qui décrit très bien son contexte et l'ambiance de l'histoire. Peut-être aurait-il dû la raconter à partir d'un autre personnage.",Le premier verre s’est brisée directement en le posant. Le deuxième est bien. Pack de 2 pas top La qualité ne doit pas être super,1
"Très facile à coller ! Dommage qu'il n'y ait pas une petite raclette pour bien faire adhérer les autocollants au mur. J'ai déjà acheté des stickers sur un autre site et ai donc réutilisé la raclette. C'est à mon sens, l'indispensable pour que ça adhère bien ;) Rendu magnifique !!!",Je vous ai commandé une coque dorée et j'ai reçu une coque bleu marine. Comment fait-on ? Pouvez-vous me retourner une autre coque ? Merci.,0
Coque parfaite je recommande,On ne peut absolument pas deviner la fin d'ailleurs je pensais à autre chose sur le coup j'étais déçue et non on se dit qu'il manque un coupable dans le boxe.,1
je ne suis pas arrivé a un bon résultat ma cafetiere fuit de partout quand je l'utilise,Reçu très rapidement,0
colis mi.livre alors ki rien dans boite lettre super,"Parfait, à part le prix !",0
Je n'ai pas reçu mon article. Mais ils ont marqué que l'article est livré et signé. Alors que on a rien signé. On a signé que pour un autre colis.,Incapable de me livrer un carnet à 5 euros. Mauvaise préparation,1
"Le produit livré n'est pas le produit sur la photo. J'ai demandé un retour mais celui qui m'a été renvoyé n'est toujours pas le produit sur la photo. J'ai déjà 5 boites (qui viennent avec les outils) identique à la photo. Celui livré n'a pas les poignées noires sur le coté, Bosch est écrit différemment sur la boite, le système de fermeture est légèrement different. Je suis déçu.","Livre bien écrit, le suspens est maintenu jusqu'à la fin. Je recommande pour les lecteurs qui aime le style polar.",0
Très déçue je pensais avoir acheter un cosy je me retrouve avec un capot et pas de cosy quelle arnaque!!,Personnel je suis très déçue par la série un DVD que je peux pas voir il me manque un DVD de la saison 2 que conté vous faire pour moi merci je demande remboursement,1
"Le jeu est vraiment mal optimisé sur PS4.. Des textures dignent de la PS2, des lags toutes les deux minutes et surtout des baisses de FPS intempestives. Le fond est bon et avec des potes, il prend tout son sens (d'où mes 2 étoiles tout de même) mais reste un jeu très mal fini et insupportable à jouer. Très déçu !",Produit conforme à la demande et expédier rapidement pour un prix compétitif. Pas de soucis particuliers sur cet achat. bien,0
"Reçu très rapidement, bonne qualité. Après j ai pas trop aimé l histoire, mais c est juste question de goût",Voir le mode d'emploi . Très petite ecriture et difficile à lire . Seul bémol .,1
"Bon thermomètre, précis et simple d'utilisation.",Bonne aide pour les vacances,1
"Bien placée la vitre, après qqch jours début des fissures sans faire tomber et faut appuyer un peu plus fort pour le tactile",Pas de resultats en ce qui me concerne.,1
Pour laver la vaisselle très déçue car 6 sur 12 étaient cassés !,"Simplissime et efficace. Ces connecteurs permettent la liaison sur une bande led de 10mm sans souci. Conforme à la description, tres bonne qualite",0
"Produit de qualité moyenne, carton fin et couleurs ternes",Très pratique et tissu de bonne qualité,0
Nul ne coupe pas de la merde déconseiller,De super carte d anniversaire et de qualité,0
"Attention vraiment sa fait plastique c'est tout petit je ne m attende pas à sa, n'es en moin retour facile et rapide et le rembourcement a etait effectuer",Il manque le crochet pour fixer le porte clés à la ceinture,1
A fonctionné 2 fois...,"Taille très bien, et très bonne qualité surtout pour le prix. Mon fils chausse du 47 et elles lui vont parfaitement. Je recommande cet article.",0
Ce produit est en panne au bout de 6 mois et le SAV ne répond pas. Je ne suis apparemment pas le seul à avoir ce problème. Fournisseur pas sérieux !,"bonjour, j'ai adressé un message au vendeur pour lui signaler qu'un seul écouteur fonctionne et que la batterie ne tient pas la charge. J'attends des nouvelles. Faites-vous le lien entre vendeur et acheteur en cas de problème ?",1
Six boules dans la tambour avec du linge qui avait des poils de chats : aucun poil sur les boules !,Bien très utile quand on est pas alaise pour le bain,0
"J'ai acheté deux de cette machine, une pour ma famille, l'autre je l'ai mise dans mon bureau pour moi et mon compagnon de travail qui se précipitent toujours le matin que parfois ils n'ont pas le temps pour leur petit déjeuner. la chose la plus importante que j'aime de cette machine est qu'elle ne fera pas d'odeurs quand elle est en train de cuire. odeurs est la chose la plus horrible pour tout espace intérieur.","Le produi semble fonctionner. Comme j'avais acheté 4 ecig eleaf i just 2 et que les batteries n'ont fait qu'encombrer mon buffet, je souhaitais utiliser les atomiseurs avec mes batteries ego qui fonctionne, ellles., Cet adaptateur est fait pour être utilisé avec des batteries eleaf et les atomiseurs ego, juste l'inverse de ce que je souhaitais. Ceci n'est pas précisé.",0
Matériel conforme à la description et aux attentes.,"Ces petits coussins sont plutôt discrets, presque trop selon la forme de votre appui tête. Ils mériteraient d'être plus gros pour vraiment soutenir la nuque.",0
Bon produit. esthétique et pratique,"J'en ai acheté beaucoup, et même si j'aime ces stylos, je constate qu'ils s'épuisent très rapidement.",1
c'était our le jonglage: inaproprié,"Parfait, à part le prix !",0
Socle non réglable en fonction de la taille de la tasse utilisée provoquant éclaboussures,Je suis très déçu de la qualité du tissus éponge. En effet il est loin d'être doux comme décrit. Il était même désagréable à porter jusqu'à ce que j'utilise un adoucisseur. maintenant c'est limite du confort. Sinon la capuche est vraiment un confort.,0
"Je l'ai acheté pour enlever des odeurs très désagréable dans une pièce en pensant que le filtre à charbon à cette utilitée. Le constat est amer les odeurs ( d'animal ) ne disparaissent absolument pas alors que l'animal n'est plus jamais dans cette pièce et ceci après plusieurs jours d'utilisation. Donc ce n'est qu'un vulgaire ventilateur coutant plus de 400 euros. Je précise que si l'appareil fonctionne ou non il y a toujours la même intensité d'odeur, donc aucune filtration réelle. tés déçu!","Livraison rapide et conforme. Très efficace et pas cher, tôt ou tard toutes les mouches de mon salon. Belle autonomie sauf à fond, recharge rapide en USB. Très bon rapport /qualité prix.",0
Très bon appareil photo des images et des vidéos au top ! Par contre je mes 2 étoiles parce que avec un compte prémium la livraison est rapide mes la je l’ai attendu pendant 2 jours supplémentaires....,"Bon rapport qualité prix, idéal pour la balade ou pour essayer sans vouloir y mettre le prix. Mais n’achetez pas ça si vous comptez vous perfectionner, faire du slide pour vous lancer sur les descentes : investir dans du matos de meilleur qualité serait alors plus judicieux. Elle est faite en bois et résiste à mon avis assez mal aux chocs contre les trottoirs ou autre.",0
"Bon time timer, aimant puissant. Je regrette seulement qu'il faille aller jusqu'au bout (1h) et revenir ensuite pour que la sonnerie fonctionne.","Acheté avec des ampoules florales, le produit est conforme à la description",1
Le produit livré n'est pas conforme à la prestation sur l'annonce,"Produit présenté dans une belle boite qui pourrait satisfaire pour un cadeau.Il ne m'a jamais fait défaut,fonctionne parfaitement bien, jamais eu de soucis de batterie.",0
"Produit arrivé cassé, attache inexistante à l'intérieur",Vraiment très agréable à utiliser. Attention cependant car de par sa forme l’index peut se retrouver à l’emplacement de sortie du laser. J’ai mis un peu de temps à comprendre que c’était mon doigts qui masquait le laser et pas la pile qui était déchargée.,0
VTT pas suffisamment maintenu et protéger. Toile et fermetures fragiles. Un sac Decathlon est bien supérieur.,"Parfait pour le prix ,impression bonne. Je pense recommander ce produit pour me permettre de faire des Economies.... A tester",0
"le produit est conforme, le relais claque un peu fort mais par contre le dispositif est trés réactif. gros bémol en cas de coupure d'électricité il faut resynchroniser les boutons associés.",Très beau nuancier de couleurs. Je débute le coloriage pour adulte et ses crayons ont largement assez de couleurs pour moi. Par contre je pensais qu'ils seraient un peu plus gras. Les 2 pochettes sont très bien pour les ranger. Une mine était cassée mais je pense que s'est pendant le transport. Très bon rapport qualité-prix pour avoir une gamme importante de couleurs pour débuter.,1
"Je ne l'utilise quasiment jamais, mais ça peut servir selon les situations. Je l'utilise pour alimenter des éclairages pour de la sono mobile.",Parfait pour Huawei P8 Lite 17. Merci,1
"déçue de ce produit, dimensions non décrites , trop petite pour mon chat , c est pour un chaton! mon chat qui n est pas gros ne peut pas rentrer dedans ?","Conforme à la photo, une touche d'originalité dans votre salon",0
Pas mal mais embêtant a ranger ... et la pizza colle un peu dessus si pas assez de farine,mon épouse agréablement surprise très jolie fleur,0
j’ai decoré la pochette de mon iPhone avec ces paillettes,Petit intérêt. Livre très court. N'apporte pas grand chose de plus à l'histoire d'Harry Potter. Je l'ai lu très vite et très vite oublié...,0
"Perte de temps et d’argent, le produit n’est jamais arrivé! Évitez ce vendeur, manque de professionnalisme.",pour une question de prix et de ne pas avoir a me deplacer,0
il y a pas d'ampoule LED dans ce feux ampoule flamant classique intitulé voir publicité mensonger.,bien plus joli que le papier ou le plastique en vente par plusieurs vendeurs,0
Aspire oui mais enlève rien du tout je commande pas du tout,Etui qui correspond parfaitement à mon Galaxy J7. Bonne qualité. La couleur est jolie.,0
"Bonjour j ai reçu le produit il est à moitié vide, j ai l impression qu'il a déjà été utilisé pas cool","Nul ! L'image ne correspond pas au produit. Impossible de discuter avec le revendeur car il utilise Google Traduction, ce qui en résulte des réponses incompatibles ! A fuir de tte urgence !",1
Pas fais pour des tirs précis au dessus de 20 m ce que je fais avec des arcs moins puissant. Sensation de duretés c est très sec comme tir . Sinon bon matériaux mais je conseil pas,"Bon appareil au niveau caracteristiques, mais manque cruellement de suivi pour le firmware, l'appareil chauffe beaucoup et le slot 2 de la sd faisait buger completement le lecteur il fallait que je l'enlève pour que cela refonctionne.",0
Nul ne coupe pas de la merde déconseiller,Pour faire fort de France paris,0
Pour ma cuisine - Gris identique aux éléments de cuisine - peu encombrant,"Commande reçu rapidement, et en bon état. Par encore testé car le jeux est pour mes neveux à Noël donc d'ici 1semaine. Après c'est un classique donc je pense que ça plaira 😊. Quand mon fils aura l'âge je lui en prendrai un aussi!",1
Très mauvaise qualité une ligne apparaît sur l'écran pas assez de Colle à mon avis de la dob je les jeter à perte.,Arnaque total si meme pas un film anti choc si tellement fin on dirai si de feuilles de cigarettes.a retourné sans réflexion,1
"Bonjour, J'ai mis cette note pour la globalité de la transaction et du produit en lui même. Ce que j'aime: La taille est réglable et je peux l'utiliser avec mes plusieurs téléphones sans problème. Ce que je n'aime pas: Dans l'immédiat je n'ai à dire sur un éventuel problème, ou autres. Conclusion: Simple, rapide, bonne qualité, léger, efficace, simple d'utilisation, bref il rempli parfaitement son rôle. Merci au vendeur et à Amazon comme toujours pour l'efficacité des transactions. Si vous trouvez mon commentaire utile , vous pouvez m'aider en cliquant sur ""OUI"". Cordialement.","Très amusant, arrivée rapidement",1
je veux les renvoyer,couchage.agréable de pouvoir dosé l'épaisseur,0
"Je les ai mises en charge, mises dans ma manette et ça a tenu 2 minutes, idem avec la deuxième. Très déçu. Livré en retard en plus",Je n'en ai reçu qu'une !!!,1
Produit bien reçu mais pastilles a l'intérieur des sachets en miettes et un sachet craqué.,Super fragile les 3 boules ont cassés juste en dévissant les boules. Ça m'a casser entre les doigts très déçue.......,1
ne correspond pas à un H 107 l,"Pas cher,ce cuiseur à oeuf est pratique et fonctionnel. Son utilisation est très simple,il suffit d'ajouter la quantité d'eau requise en fonction du nombre d'oeufs et de la cuisson voulue.Les oeufs cuisent à la vapeur,et pour éviter qu'ils n'explosent,il est impératif de les percer.Or,la pointe placée sous le petit doseur d'eau est totalement inadaptée.En effet,elle n'est pas suffisamment pointue,il faut donc forcer un peu,et l'oeuf éclate.Par ailleurs,le trou fait est assez gros,ce qui induit un débordement assez important de blanc.J'utilise pour ma part,un petit stylet de loisir créatif,qui est bien pointu et fait un tout petit trou.Et là ,cela fonctionne très bien. C'est donc au final,un petit ""gadget"" sympa,de qualité basique,mais qui fonctionne pas mal!",0
Eclairage puissant mais scintillant. Ne s'éteignent pas complètement.,TRES BEAU A VOIR DANS LE TEMPS,0
"Ne fonctionne clairement pas. Jusqu'à 3 dans ma chambre, avec un résultat hyper décevant. Ça ne doit pas marcher sur les moustiques de Pointe Noire. On a remis les moustiquaires. L'étoile unique c'est parce même de trop.","Trop fragile la couleur or se part assez facilement, beaucoup de rayures pour pu de temps",1
"Installé le soir, dès le lendemain la protection se décolle et finit par tomber, en utilisation tout à fait normale. Très décu !",J’ la matière manque un peu de hauteur,0
Je conseille pas du tout tient pas du tout à laisser tomber,Sac absolument à mon gout !,0
"Vraiment déçu par cet achat et retour direct à Amazon France. Plusieurs problèmes après juste quelques heures d'utilisation: le support USB qu'on enfiche dans la prise de l'ordi se détache en deux morceaux !!! sportif pour essayer de récupérer le bout resté coincé dans la prise USB. Pour déplacer la flèche, il faut utiliser le pad tactile, problème, il faut avoir la bonne humidité aux doigts sinon cela ne marche pas, la flèche se balade comme elle veut. Pour cliquer, il faut utiliser le pavé à gauche en bas, mais pas pratique, car il faut souvent s'y reprendre à deux fois. Quand on tape une touche, souvent rien ne vient à l'écran. Le clavier lui-même est trop petit, et pas ergonomique, on fatigue très vite et pourtant je ne tape pas beaucoup. Conclusion: vraiment du matériel de très bas de gamme et ainsi trop cher pour ce prix, à éviter absolument, j'ai commandé un clavier Logitech sans fil avec des touches de taille normale et la souris sans fil qui va avec, on verra bien.","Il marche une fois sur deux, dès que je bouge le cordon il s’arrête, j’ai due tomber sur une mauvaise série. Dommage par ce que sinon il lisse bien.",1
Déçue par le peu de stabilité et de l’objet et du téléphone dessus. Ça glisse tout le temps . Dommage car très beau desig,"La qualité du matériel n'est pas top, mais pour le prix, il ne faut pas s'attendre à mieux. J'ai pu démonter complètement sans soucis une Nintendo DS sans avoir à chercher un outils manquant. Le fer à souder est tout à fait correct. Les 5 tournevis supplémentaires sont en revanche bon pour aller directement à la poubelle.",0
"Livré à temps pour Noël 2016, livré dans un carton mais malheureusement le cadeau n'a pas fait un heureux car l'appareil ne fonctionnait pas...",Très beau nuancier de couleurs. Je débute le coloriage pour adulte et ses crayons ont largement assez de couleurs pour moi. Par contre je pensais qu'ils seraient un peu plus gras. Les 2 pochettes sont très bien pour les ranger. Une mine était cassée mais je pense que s'est pendant le transport. Très bon rapport qualité-prix pour avoir une gamme importante de couleurs pour débuter.,0
Ce produit s'adapte très bien pour le Galaxy Note 2,lampe adaptable à mon frigo l éclairage est un peu faible,1
s adresse davantage a des enfants,rien à dire sur le produit qui est conforme à ma commande mais la livraison est laborieuse !!!!! on nous ballade avec des texto ou des messages de merde et le colis arrive soit avant soit aprés mais en tout cas pas le jour ni l'heure convenue,0
Reçu en 2 jours avec d'autres article! Ce clavier c'est super pour mon iPad. Vraiment excellent,vidéo aide pour installation super bien faite. protection top!,1
Nul ne coupe pas de la merde déconseiller,Commande jamais reçue! !! 2 mails envoyés au vendeur restés sans réponses. Quelle déception. Je m'étais basée sur des commentaires positifs et m'en suis mordue les doigts. Mon fils n'a pas reçu ses costumes à temps!,1
Ancien produit mais toujours actuel. Je le recommande. Cheveux brillants et une odeur comme si on sortais de chez le coiffeur.,Chaussettes de très bonne qualité. Je recommande à toutes. Le Velcro a l’intérieur maintient bien la chaussette. Top top top,1
Le grille pain prends 2 fois à numéro 7 pour faire le pain grillE. Le prix et bon mais il ne function pas bien,"Facile d'utilisation, bon rappot qualité prix. Je le conseille.",0
"J'ai aimé la marque, l'engagement d'un produit plus sain, vegan et un système de recyclage du contenant. En revanche, j'ai trouvé le prix élevé pour l'efficacité du produit, il donne une sensation opaque comme si on sentait la pellicule de déodorant sur la peau, j'ai trouvé que ce n'était pas très agréable tout comme l'odeur mais là j'avoue que l'erreur vient de moi, je voulais tester celui au jasmin mais il était en rupture partout et je ne suis pas fan de l'odeur de geranium.",Je n'avais pas fait attention mais le personnage de la peluche vous est envoyé au hasard,1
"Cette batterie ne tiens pas la charge passe de 35% a 0 d'un seul coup , l'ancienne batterie de mon tel fonctionne beaucoup mieux , vraiment déçu de mon achat .","Des petites anecdote sympa a lire, facile il se lis très rapidement. Je recommande pour passer un bon petit moment.",0
Qualité de son pas de terrible. Pire : le volume n’est pas équilibré entre les 2 côtés. Mais à ce prix là il ne faut pas s’attendre à mieux :-(,Beaucoup trop petit j’ai acheté cet article pr rien,1
Avant toute application il faut mettre une serviette tiède pendant 2 à 3 min pour dégager les pores. Ensuite applique le gel noir et laisser agir 15 min. Une fois sec le masque s'enleve de bas en haut et enlever le surplus grace a une lingette. Très bon produit je recommande Et rapport qualité/ prix très honnête,j’ai decoré la pochette de mon iPhone avec ces paillettes,1
pas encore monté reçu le 9 au lieu du 8 mais pas à un jour près emballage correct à l'air de bonne qualité,"j'adore le collant est agréable , les oreille du chat tombe juste aux genoux donc la taille un peu petit.",1
Commandé deux fois premier colis perdu et le deuxième toujours pas livré 15 jours de retard.,Sac de très bonne qualité. Très classe. L'intérieur est classe avec de nombreuses poches. Du coup j'en ai acheté un autre pour ma fille car elle l'a trouvé trop classe.,0
La couleur ne correspond absolument pas au nuancier. Les rouges a lèvres sont fluo et de couleur trop vive . J'en fait cadeau à qui ces teintes flashy iront...,"Très bien, conforme à la description. Utilisés pour mettre des petites plantes grasses pour notre mariage. Résultats parfait",0
"Utiliser a peine un mois,le plastique de l'appareil extérieur à gondoler, puis ne fonctionne plus! Donc déçu !","Le salon de jardin correspond bien à l'image et le niveau de qualité est correct. Les dossiers ne sont attachés qu'avec une visse et ont donc tendance à grincer un peu. Il faudra voir avec l'évolution avec le temps. Par contre le transporteur s'est trompé à l'envoi et m'a transmis 2 chaises en lieu et place du banc et de la table. Le fournisseur a refusé de transmettre le reste du salon avant réception des 2 chaises en trop... Bref, j'ai mis un mois et une vingtaine d'e-mails de plus que prévu à recevoir le salon complet.",1
il est plus grand que ce que je penser,"Principalement utilisé pour brancher mon s8 + à la TV,legerement deçu.Quelques coupures intempestives qui m'obligent a debrancher/rebrancher.",0
nan,"Acheté pour éventuellement rallonger mes câbles de 6 et 10m, ils sont parfaitement fonctionnels. +++++++++++++++++",0
Le deuxieme que j'achète et au bout d'un ou deux moi il n'y a plus que la lumière qui marche.,Correspond bien avec la monte mais ce perd très facilement.,1
"Je n'ai toujours pas reçu mon article à ce jour, ça commence à faire trop long depuis le 13 décembre 2018 date de la commande, espérant recevoir mon article cette semaine.",Je n’est pas reçus le colis aucun moyen de savoir où il est malgré un message envoyé au vendeur ne commander surtout pas ce produit !!!!!!,1
Housse très joli. Ma. Fille est ravie. Expédition rapide. Bien adapté. A voir avec le temps si elle ne s'use pas trop vite.,"Pour l'anniversaire de ma petite nièce, je lui ai offert un appareil photo. Elle a 6 ans et elle l'adore. Cet appareil ne craint rien, il a tout autour une coque en silicone qui le protège des petites secousses. Il fait de très jolis photos. Un menu ludique et très facile est disponible pour les enfants sans oublier tous les paramètres et options qu'offrent les appareils photos classiques. il est beau, mignon et ma nièce fait de très belles photos bien réussi. Je recommande.",1
rien à dire sur le produit qui est conforme à ma commande mais la livraison est laborieuse !!!!! on nous ballade avec des texto ou des messages de merde et le colis arrive soit avant soit aprés mais en tout cas pas le jour ni l'heure convenue,"Poils doux pour un pinceau applicateur pratique. Je l'utilise pour appliquer mes masques et en suis satisfaite, rien à signaler.",1
Ne marche pas enfin pour ma part j'ai du en racheter une autre..... . . . . . . .,"Colis non reçu, alors que c'est marqué dans Suivre de colis ""le colis a été laissé dans la boîte aux lettres""",1
"livraison rapide et produit conforme , un peu léger , mais je recommande ce produit !","Les + : Belle cage, silicone médical donc sans danger pour la peau et sans odeur, facilement dissimulable sous les vêtements. Les - : Absolument pas contraignante, on peut très facilement l'enlever sans clef et elle n'empêche que très partiellement de bander. Dispositif amateur et sans réelle efficacité.",0
"Bonjour. Tout d'abord, le colis était abîmé (sûrement transpercé très discretement par un corps étranger à mon paquet.) Je sais ni ce qu'il s'est passé lors de la livraison ou autre, en revanche je monte mon lcd sur mon samsung galaxy j5 2017, la vitre était cassé au dessus de la bande son pour les appels téléphoniques, ainsi que tout ce que vous pouvez apercevoir sur la photo jointe à ce commentaire. Suite à cela, je ne vise personne comme étant fautif, je réclame uniquement un geste commercial de votre part pour l'attente de 15 jours pour un produit dans un tel état. A savoir, un remboursement, ou bien un autre produit dans un état irréprochable de celui-ci. Cordialement, à bientôt.",Je suis pas déçus MAIS je m’attendais à un son quand même plus clair on va dire,0
Déçue il n'a pas été livré avec une boîte. Livré dans un seul sachet transparent. Ce n'est pas comme dans la description.,Assez déçu de la qualité du produit il n'y a rien qui retient le bloc de prises lorsqu'ils se replient et la collerette supérieure qui le maintient s'est cassé au bout de 4 mois d'utilisation,1
"Que dire d'une housse pour table à repasser ??? Taille correspondant à ma table, cordon pour refermer sous la table facilement manipulable. mieux que ma précédente housse.",Mauvaise qualité Je ne le recommande pas,0
ET VOILA JE SUIS Roland cela ne fonctionne pas avec mon impriment envie 4520 indique vide et l autre encre et vert voila j ai plus confiance a cette marque r d,"Moyennement convaincu ... Finition très sommaire , et fragile. J’ai dautres pulvérisateurs de ce type bien plus jolis et mieux fini que j’ai obtenu pour des coûts similaires voire moindre. Je ne recommande pas ce produit",1
Reçu hier mais déjà problème rien de grave mais très gênant le son dans l’oreillette gauche est quasiment inaudible alors que le son à droite est nickel malgré plus manipulation rien ne fait toujours une très grosse différence de son entre les écouteurs !!! Déçu,"Commande reçue dans les temps, malheureusement le collier était un peu abîmé et j'ai du le rafistoler moi-même ... c'était un cadeau.",0
Incapable de me livrer un carnet à 5 euros. Mauvaise préparation,Ce produit reçu répond totalement à mes attentes. La livraison rapide comme d'habitude. Bravo et merci.,0
Produit de qualité moyenne arrivé dans un état lamentable complètement plié. Les traces se voient encore sur les plus grosses pièces. Pas de transparence sur les contours et la taille du sticker est plus petit que sur la photo. Envoi très long,Transformateur utilisé pour alimenté un spot led. Parfait,0
cet objet ne nous a jamais été livré et heureusement on a été remboursé ... sans rien demander .. merci amazon,fait son job super produit fonctionnel je conseille,0
"Article de piètre qualité ! Un des sacs (le plus grand) n’est simplement pas cousu sur un côté, ce qui le rend absolument inutilisable. Et un des autres sacs (taille moyenne) est arrivé avec la fermeture cassée ! Je suis très déçue et ne recommande absolument le produit !!","Aussi tôt déballé aussi tôt remballé, ce truc est juste DE LA MERDE !!!! AUCUNE BASSE, QUE DES AIGUS !!!!",1
Alors ce produit a marcher 10 mn après rien je demande d être rembourser je suis mécontente je vous demande de voir ça merci,Produit sans intérêt Ne répond pas du tout à la description. Les poils ne s'enlevent pas. Pub mensongère,1
a duré quelques mois et n'est plus reconnu sur aucun ordi...,Très joli petit sac.. très joli couleur..bonne qualité... À voir dans le temps pour la solidité. Bonne contenance pour le déjeuner..,0
deux mois plus tard toujours pas reçu le produit,"Bonne qualité, taille exacte, tres solides et fonctionnel Correspond à la description, bonne qualité. fonctionne bien pour le moment, j'en suis satisfait - - -",0
Produit reçu très abîmé par le transporteur.,"Produit parfait! Même s’il n’y a pas de notices c’est très simple à utiliser et les couleurs sont top, pour tous les goûts!",0
"La taille qui a été marqué sur le boite était petite que j’ai commendé. Donc je suis étonné mais si je le mets, c’était bon taille. Cela vient de quel pays je ne sais pas, mais en tout cas cette fois-ci c’était bon taille.",pas cher et fait l'affaire,1
"Très déçue par ces pochettes beaucoup trop fines, on ne peut pas y classer grand chose...et un doute sur la durée de vie....","Pour avoir plusieurs thermomètres de Galilée (Galileo) et passionné par ces instruments qui allient science et esthétisme, je suis déçu par la précision de ce modèle...Préférait des modèles avec des boules de 1°C d'écart :)",1
Pratique de la même taille par contre même bien beurré la pâte à gâteau à tendance à resté accroché.,"Très déçue par ces pochettes beaucoup trop fines, on ne peut pas y classer grand chose...et un doute sur la durée de vie....",0
Je n ai PS aimé cet agenda car il y a pas de repère par heure ds une journée donc pas pratique pour noter des rv,Très pratique et tissu de bonne qualité,0
"Paire de gants de très bonne qualité et très chaude: doublure moelleuse et douce, face intérieure anti-dérapante, tactile...jolie et parfaite pour les journées glaciales d'hiver.","Taille très bien, et très bonne qualité surtout pour le prix. Mon fils chausse du 47 et elles lui vont parfaitement. Je recommande cet article.",1
"Je ne pensais pas que cetait aussi gros . Pas vraiment satisfait du format. A part ca, tres bon article.",Produit basique mais conforme à la description. Manque d’epaisseur. À voir à l’usage si cela protège suffisamment. Bas de gamme,1
il y a pas d'ampoule LED dans ce feux ampoule flamant classique intitulé voir publicité mensonger.,Article arrivé ouvert avec toute la poudre éparpillée à l’intérieur. Impossible de joindre le service client...,1
Vraiment bien ce pommeau ! Le son c'est vraiment agréable pour se détendre et être couper du monde:) Je recommande,"Des petites anecdote sympa a lire, facile il se lis très rapidement. Je recommande pour passer un bon petit moment.",1
Interrupteur infrarouge qui ne fonctionne pas du tout. Je vous déconseille fortement d'en commander un. Achat inutile malgré une belle promesse initiale de domotisation de l'éclairage.,Super jeux et vraiment pas chère !,0
Les objectifs sont trop encombrants et il est difficile de bien les positionner sur l'Iphone. je ne recommande pas particulièrement ce produit.,"Produit qui ne ma pas satisfaite du tt, Chanceux à pas aimé, il na pas mangé du tt de la journée, je l'ai enlevé !",1
Dangereux tres très dangereux enfants peu s étrangler tellement le fil s étire,"Acheté suite à la détérioration des coussinets de mon casque gaming, ils protègent très bien, sont confortables, assez fins et ne gène pas l'écoute audio.",0
"Ce verre trempé n'est pas du tout costaud, je me demande s'il sert à quelque chose..",cassé après 3 jours et ce pour les 3 pièces,1
"Les semelles permettent en effet d'amortir les chocs sous la plante des pieds, et c'est ce que je recherchais, mais, moi qui ne l'utilise que durant de rares marches en forêt, j'ai réalisé que mes pieds chauffaient. En les retirant, ils ne chauffaient plus.","Petit jeu sympa, bien se mettre sur un sol plat pour y jouer.",0
"Bonne qualité, taille exacte, tres solides et fonctionnel Correspond à la description, bonne qualité. fonctionne bien pour le moment, j'en suis satisfait - - -",Tapis conforme à l'annonce. Très vite adopté par mon fils de 18 mois. Seul bémol les plus sont très marqué il faut plusieurs jours pour qu'ils disparaissent.,1
